FIPS,Area,Total Population,Deaths per Case Rate,Age-Adjusted Death Rate,Age-Adjusted New Case Rate,Uninsured Rate,White,Black or African American,Hispanic or Latino,American Indian or Alaska Native,Asian,Hawaiian and Other Pacific Islander
45023,"Chester County, South Carolina",64588,39.66%,198,499.3,,61.83%,38.16%,2.29%,1.25%,0.75%,0.16%
40071,"Kay County, Oklahoma",87400,39.63%,195.4,493,,84.48%,3.53%,8.63%,16.41%,1.05%,0.62%
48025,"Bee County, Texas",62094,39.63%,166.1,419.1,,89.09%,9.55%,59.78%,1.61%,0.97%,0.19%
37153,"Richmond County, North Carolina",85892,39.63%,182.3,460,,62.87%,33.56%,6.94%,4.46%,1.46%,0.31%
31139,"Pierce County, Nebraska",14634,39.62%,148.5,374.8,,98.56%,1.01%,2.15%,0.89%,0.57%,0.01%
48409,"San Patricio County, Texas",137510,39.62%,175.4,442.7,14.36%,95.31%,2.70%,58.80%,1.63%,1.60%,0.25%
41059,"Umatilla County, Oregon",160150,39.62%,163.7,413.2,6.80%,92.93%,1.80%,27.99%,5.95%,1.82%,0.43%
23007,"Franklin County, Maine",58912,39.61%,178.9,451.7,,98.30%,0.98%,1.42%,1.47%,0.87%,0.10%
48079,"Cochran County, Texas",5094,39.61%,148.6,375.2,,90.11%,5.46%,60.97%,4.40%,1.10%,0.35%
29195,"Saline County, Missouri",46666,39.60%,171.8,433.8,,91.06%,6.96%,11.33%,1.63%,1.43%,1.49%
18019,"Clark County, Indiana",242186,39.60%,175.2,442.4,5.27%,89.73%,10.27%,5.83%,1.00%,1.65%,0.19%
28097,"Montgomery County, Mississippi",19644,39.59%,196.5,496.3,,54.04%,45.41%,1.55%,0.64%,0.79%,0.05%
39053,"Gallia County, Ohio",58440,39.58%,202.6,511.9,,96.03%,3.58%,1.42%,1.10%,0.94%,0.31%
16005,"Bannock County, Idaho",174036,39.58%,149.4,377.5,8.96%,92.91%,1.71%,9.33%,5.03%,2.72%,0.57%
40135,"Sequoyah County, Oklahoma",78562,39.57%,199.1,503.2,,73.35%,2.94%,4.63%,32.52%,1.27%,0.22%
12093,"Okeechobee County, Florida",79288,39.56%,182.1,460.3,,88.22%,9.87%,26.60%,2.07%,1.29%,0.24%
05057,"Hempstead County, Arkansas",40130,39.56%,158.6,400.9,,67.69%,31.99%,13.51%,1.76%,0.90%,0.34%
01121,"Talladega County, Alabama",164298,39.55%,184.7,467,9.40%,65.63%,34.24%,2.50%,1.07%,0.89%,0.13%
19159,"Ringgold County, Iowa",9326,39.55%,209.6,530,,98.11%,1.16%,2.64%,0.75%,1.01%,0.13%
22061,"Lincoln Parish, Louisiana",96792,39.55%,168.7,426.6,,57.27%,41.28%,3.20%,0.95%,1.75%,0.15%
48365,"Panola County, Texas",44982,39.55%,180.8,457.2,,82.70%,16.38%,9.15%,1.89%,0.96%,0.17%
45085,"Sumter County, South Carolina",211112,39.54%,182.2,460.8,8.84%,49.68%,49.15%,4.28%,1.16%,2.20%,0.26%
05109,"Pike County, Arkansas",20342,39.53%,177.1,448,,94.03%,4.45%,6.88%,2.48%,1.15%,0.14%
39087,"Lawrence County, Ohio",116480,39.53%,219.9,556.3,,97.01%,3.20%,1.00%,0.82%,0.65%,0.08%
40035,"Craig County, Oklahoma",28214,39.52%,185.6,469.6,,72.88%,4.92%,4.04%,30.48%,1.27%,0.30%
17053,"Ford County, Illinois",27068,39.52%,204,516.2,,97.85%,1.97%,3.96%,0.87%,0.92%,0.13%
08089,"Otero County, Colorado",37380,39.51%,146.6,371,,92.94%,2.24%,42.89%,6.07%,1.46%,0.40%
40095,"Marshall County, Oklahoma",30624,39.51%,178.8,452.5,,85.44%,3.37%,18.51%,16.94%,0.84%,0.21%
39007,"Ashtabula County, Ohio",195148,39.51%,188.9,478.1,10.00%,95.25%,5.37%,4.65%,0.97%,0.78%,0.11%
28085,"Lincoln County, Mississippi",69814,39.51%,187.5,474.6,,68.81%,30.90%,1.38%,0.66%,0.64%,0.11%
13161,"Jeff Davis County, Georgia",29558,39.50%,161.6,409.1,,82.89%,16.35%,13.01%,1.31%,0.93%,0.12%
54055,"Mercer County, West Virginia",119328,39.49%,189.1,478.8,,92.96%,7.43%,1.26%,0.76%,0.79%,0.06%
45089,"Williamsburg County, South Carolina",62052,39.49%,188.5,477.3,,34.18%,65.16%,2.30%,0.83%,0.86%,0.08%
18141,"St. Joseph County, Indiana",545824,39.49%,172.1,435.8,7.82%,82.58%,16.03%,9.36%,1.35%,3.42%,0.21%
40137,"Stephens County, Oklahoma",85696,39.49%,181.3,459.1,,90.63%,3.24%,8.34%,10.10%,1.13%,0.13%
21057,"Cumberland County, Kentucky",11776,39.49%,219.5,555.9,,96.43%,4.53%,1.39%,0.75%,0.31%,0.02%
21171,"Monroe County, Kentucky",22676,39.48%,235,595.2,,97.37%,2.70%,3.15%,0.67%,0.41%,0.06%
21163,"Meade County, Kentucky",60006,39.48%,199.5,505.3,,94.39%,4.87%,4.05%,1.40%,1.33%,0.36%
08105,"Rio Grande County, Colorado",23078,39.47%,135.9,344.3,,94.24%,1.79%,44.56%,5.22%,1.12%,0.23%
46117,"Stanley County, South Dakota",5960,39.47%,158,400.3,,91.91%,1.41%,2.11%,9.70%,0.47%,0.07%
48279,"Lamb County, Texas",26090,39.47%,152.3,385.9,,92.52%,5.49%,56.78%,2.69%,0.87%,0.25%
28025,"Clay County, Mississippi",37272,39.46%,176.2,446.5,,39.83%,59.76%,1.69%,0.63%,0.60%,0.05%
46023,"Charles Mix County, South Dakota",18746,39.46%,177,448.6,,64.65%,1.19%,4.03%,36.86%,0.83%,0.13%
39117,"Morrow County, Ohio",69900,39.45%,181.8,460.8,,98.40%,1.43%,1.64%,0.96%,0.68%,0.09%
39145,"Scioto County, Ohio",148016,39.45%,193.4,490.3,6.00%,96.25%,3.70%,1.52%,1.44%,0.63%,0.08%
17075,"Iroquois County, Illinois",54154,39.44%,199.7,506.3,,97.77%,1.91%,7.45%,0.90%,0.79%,0.07%
54015,"Clay County, West Virginia",16102,39.44%,205.5,521.1,,99.08%,0.84%,0.98%,0.87%,0.41%,0.06%
13027,"Brooks County, Georgia",32602,39.43%,189,479.3,,62.54%,36.17%,6.25%,1.01%,1.68%,0.28%
48495,"Winkler County, Texas",15582,39.43%,165.1,418.7,,93.56%,4.02%,62.52%,2.48%,0.92%,0.12%
37083,"Halifax County, North Carolina",97244,39.43%,194.2,492.5,,40.90%,54.55%,3.22%,4.82%,1.12%,0.15%
13197,"Marion County, Georgia",14996,39.42%,147.6,374.4,,65.96%,31.77%,7.94%,2.20%,1.48%,0.84%
48501,"Yoakum County, Texas",15388,39.41%,157.1,398.6,,95.53%,2.56%,68.42%,2.47%,0.86%,0.06%
38103,"Wells County, North Dakota",7964,39.41%,175.4,445.1,,98.59%,0.75%,1.26%,1.46%,0.43%,0.08%
19135,"Monroe County, Iowa",15154,39.40%,203.8,517.2,,98.43%,1.60%,2.34%,0.57%,0.73%,0.05%
48305,"Lynn County, Texas",11192,39.39%,168.4,427.5,,94.73%,3.91%,45.84%,2.73%,0.68%,0.13%
01007,"Bibb County, Alabama",44586,39.39%,183.6,466.1,,77.81%,21.95%,2.92%,1.00%,0.47%,0.18%
21109,"Jackson County, Kentucky",25910,39.39%,196.7,499.4,,99.15%,0.66%,0.93%,0.65%,0.28%,0.03%
48273,"Kleberg County, Texas",62080,39.39%,188.7,479.1,,92.29%,4.63%,73.56%,1.67%,2.81%,0.28%
29083,"Henry County, Missouri",43892,39.39%,180.7,458.8,,97.33%,2.03%,2.63%,1.82%,0.67%,0.17%
30017,"Custer County, Montana",23734,39.37%,193.7,492,,95.93%,1.22%,3.77%,3.78%,1.27%,0.14%
13299,"Ware County, Georgia",72502,39.37%,183.3,465.6,,67.79%,31.73%,4.38%,1.00%,1.47%,0.18%
48231,"Hunt County, Texas",199912,39.36%,175.8,446.6,14.90%,88.51%,9.19%,18.34%,2.41%,1.92%,0.31%
29011,"Barton County, Missouri",23274,39.35%,179.3,455.6,,97.16%,1.42%,3.02%,3.27%,0.93%,0.11%
46087,"McCook County, South Dakota",11364,39.35%,219.8,558.6,,97.59%,0.90%,4.31%,2.15%,0.58%,0.14%
48009,"Archer County, Texas",17120,39.35%,152.7,388.1,,96.37%,1.97%,8.20%,2.48%,0.92%,0.14%
37173,"Swain County, North Carolina",28234,39.34%,205.1,521.3,,66.05%,2.25%,6.43%,35.34%,1.16%,0.17%
13055,"Chattooga County, Georgia",49930,39.33%,193,490.7,,88.48%,11.22%,5.72%,1.08%,0.81%,0.40%
45017,"Calhoun County, South Carolina",28238,39.33%,169.4,430.7,,58.23%,41.27%,4.02%,1.16%,0.61%,0.16%
18149,"Starke County, Indiana",46742,39.33%,190,483.1,,98.69%,0.89%,4.31%,1.14%,0.51%,0.06%
48255,"Karnes County, Texas",29420,39.32%,152.8,388.6,,89.74%,9.10%,57.09%,1.52%,0.71%,0.08%
31043,"Dakota County, Nebraska",43164,39.30%,161.3,410.4,,83.30%,8.28%,39.53%,5.69%,4.42%,0.70%
22067,"Morehouse Parish, Louisiana",51258,39.29%,206.1,524.6,,51.00%,48.69%,1.56%,0.75%,0.71%,0.14%
40149,"Washita County, Oklahoma",21848,39.28%,161.5,411.1,,93.50%,2.37%,10.27%,6.58%,0.76%,0.10%
18099,"Marshall County, Indiana",92190,39.27%,152.8,389.1,,98.03%,1.54%,10.65%,1.03%,0.94%,0.13%
53071,"Walla Walla County, Washington",125168,39.26%,146.6,373.4,,93.74%,3.00%,22.15%,2.61%,2.97%,0.69%
26049,"Genesee County, Michigan",812422,39.26%,173.6,442.2,5.20%,77.83%,22.17%,3.75%,1.57%,1.56%,0.11%
21207,"Russell County, Kentucky",35982,39.26%,218.7,557.1,,98.10%,1.44%,3.80%,0.98%,0.76%,0.08%
53037,"Kittitas County, Washington",88674,39.25%,139.4,355.2,,94.79%,2.02%,9.48%,2.86%,3.54%,0.53%
40129,"Roger Mills County, Oklahoma",6884,39.24%,166.3,423.8,,91.34%,1.77%,7.73%,8.63%,1.02%,0.15%
47137,"Pickett County, Tennessee",10002,39.24%,156.8,399.6,,99.06%,0.48%,2.44%,1.08%,0.30%,0.08%
48099,"Coryell County, Texas",166186,39.24%,186.7,475.8,12.20%,76.99%,20.49%,19.56%,2.23%,3.77%,1.30%
13193,"Macon County, Georgia",24164,39.24%,170.4,434.3,,37.11%,61.19%,4.46%,1.11%,1.77%,0.23%
41033,"Josephine County, Oregon",176180,39.23%,180,458.8,11.40%,96.05%,1.31%,7.98%,3.92%,1.95%,0.58%
01111,"Randolph County, Alabama",43934,39.22%,169.4,431.9,,79.82%,20.00%,2.95%,1.15%,0.67%,0.19%
28161,"Yalobusha County, Mississippi",24962,39.22%,216.7,552.5,,60.28%,39.88%,1.70%,0.61%,0.38%,0.05%
30085,"Roosevelt County, Montana",21588,39.22%,186.3,475,,37.59%,0.90%,3.51%,64.17%,0.94%,0.17%
05111,"Poinsett County, Arkansas",45930,39.22%,221.9,565.8,,90.78%,9.42%,3.59%,1.09%,0.59%,0.10%
21223,"Trimble County, Kentucky",16948,39.22%,200.4,511,,97.72%,1.49%,3.47%,1.38%,0.87%,0.17%
22087,"St. Bernard Parish, Louisiana",87528,39.22%,180.9,461.3,,71.87%,25.77%,10.52%,2.12%,2.97%,0.17%
22105,"Tangipahoa Parish, Louisiana",266314,39.21%,182.3,464.9,8.24%,68.03%,31.39%,4.52%,1.07%,1.08%,0.14%
48313,"Madison County, Texas",26910,39.21%,156.3,398.6,,77.45%,20.92%,24.57%,2.00%,1.43%,0.23%
26039,"Crawford County, Michigan",25976,39.20%,176.3,449.8,,97.47%,1.45%,2.35%,1.58%,0.96%,0.12%
26031,"Cheboygan County, Michigan",51158,39.19%,164.9,420.8,,95.52%,1.40%,1.60%,5.11%,0.68%,0.12%
17201,"Winnebago County, Illinois",570700,39.18%,174.7,445.9,5.60%,82.13%,16.23%,13.79%,1.27%,3.51%,0.15%
05135,"Sharp County, Arkansas",34542,39.17%,205.8,525.4,,97.19%,1.62%,2.62%,2.30%,0.72%,0.13%
40119,"Payne County, Oklahoma",163292,39.17%,163.3,416.9,10.83%,85.86%,5.32%,4.90%,9.37%,5.28%,0.19%
54063,"Monroe County, West Virginia",24752,39.17%,181.7,463.9,,98.46%,1.47%,1.23%,1.45%,0.50%,0.07%
21123,"Larue County, Kentucky",29734,39.16%,196.6,502,,96.20%,4.00%,3.33%,1.04%,0.52%,0.23%
40103,"Noble County, Oklahoma",21848,39.16%,172.8,441.3,,87.27%,3.09%,4.33%,13.78%,0.88%,0.16%
28159,"Winston County, Mississippi",35428,39.15%,164.3,419.7,,51.60%,47.55%,1.44%,1.41%,0.42%,0.07%
48337,"Montague County, Texas",39930,39.14%,182.5,466.3,,97.08%,1.51%,11.59%,2.35%,0.74%,0.11%
21173,"Montgomery County, Kentucky",56228,39.14%,215.4,550.4,,96.51%,3.43%,2.95%,0.73%,0.59%,0.11%
08033,"Dolores County, Colorado",4652,39.13%,112.8,288.3,,96.00%,1.03%,7.52%,4.30%,0.73%,0.21%
12029,"Dixie County, Florida",33518,39.13%,188.7,482.3,,88.90%,10.56%,4.26%,1.58%,0.69%,0.16%
53001,"Adams County, Washington",41226,39.12%,136.1,347.9,,89.81%,2.81%,65.26%,7.08%,1.74%,0.42%
39129,"Pickaway County, Ohio",117078,39.10%,196.3,502,,95.26%,4.66%,1.59%,0.88%,0.88%,0.09%
54075,"Pocahontas County, West Virginia",15738,39.10%,168.3,430.4,,97.85%,1.98%,1.64%,1.18%,0.53%,0.05%
48159,"Franklin County, Texas",20718,39.10%,170.7,436.6,,92.99%,5.40%,15.77%,2.19%,1.37%,0.18%
21125,"Laurel County, Kentucky",125226,39.09%,200.4,512.6,,98.14%,1.37%,1.59%,1.00%,0.74%,0.06%
21027,"Breckinridge County, Kentucky",40864,39.09%,192.5,492.4,,96.79%,3.29%,2.01%,1.09%,0.53%,0.04%
28017,"Chickasaw County, Mississippi",34212,39.09%,200.6,513.2,,53.97%,46.00%,5.07%,0.85%,0.68%,0.12%
37015,"Bertie County, North Carolina",35868,39.09%,177.8,454.9,,36.49%,62.38%,2.28%,1.32%,0.91%,0.13%
45079,"Richland County, South Carolina",832294,39.08%,167.1,427.6,8.90%,47.02%,50.65%,5.52%,1.04%,3.77%,0.31%
47107,"McMinn County, Tennessee",106552,39.06%,180.2,461.4,,94.59%,5.04%,4.52%,1.51%,0.97%,0.10%
37163,"Sampson County, North Carolina",118072,39.03%,185.7,475.8,,68.21%,27.76%,21.03%,5.04%,1.10%,0.48%
54095,"Tyler County, West Virginia",16626,39.03%,176.4,452,,98.52%,0.79%,0.75%,0.93%,0.90%,0.05%
41065,"Wasco County, Oregon",53340,39.02%,171.2,438.8,,93.53%,1.41%,19.96%,5.17%,1.75%,0.93%
01043,"Cullman County, Alabama",175732,39.02%,169.6,434.7,10.37%,97.14%,1.85%,4.58%,1.48%,0.83%,0.12%
17127,"Massac County, Illinois",28338,39.00%,171.9,440.8,,92.36%,8.13%,3.30%,1.16%,0.85%,0.06%
12041,"Gilchrist County, Florida",35728,39.00%,181.1,464.4,,92.66%,6.49%,6.41%,1.54%,0.77%,0.20%
26015,"Barry County, Michigan",124846,38.99%,156.2,400.6,,98.10%,1.40%,3.23%,1.38%,0.83%,0.06%
17183,"Vermilion County, Illinois",148376,38.98%,198.5,509.3,4.33%,84.56%,15.84%,5.37%,0.90%,1.22%,0.13%
01079,"Lawrence County, Alabama",66146,38.97%,184.5,473.5,,82.98%,11.59%,2.43%,9.68%,0.52%,0.13%
48479,"Webb County, Texas",534228,38.96%,129.4,332.1,29.04%,97.98%,0.89%,95.48%,0.71%,0.74%,0.09%
39033,"Crawford County, Ohio",84050,38.96%,183.2,470.2,,97.78%,1.90%,1.81%,0.74%,0.76%,0.14%
49025,"Kane County, Utah",15334,38.96%,172.2,442,,96.10%,1.38%,5.06%,2.90%,1.17%,0.26%
26133,"Osceola County, Michigan",45782,38.95%,177.4,455.4,,97.92%,1.74%,2.21%,1.68%,0.63%,0.10%
47025,"Claiborne County, Tennessee",64086,38.94%,196.2,503.9,,97.52%,1.62%,1.51%,1.10%,1.08%,0.07%
18111,"Newton County, Indiana",27660,38.94%,161,413.5,,97.66%,1.54%,7.23%,1.27%,0.74%,0.16%
38099,"Walsh County, North Dakota",21126,38.92%,170.1,437,,95.92%,1.34%,12.05%,3.20%,1.19%,0.09%
13251,"Screven County, Georgia",28134,38.92%,185.3,476.1,,57.92%,41.74%,2.62%,0.92%,0.90%,0.08%
48107,"Crosby County, Texas",10266,38.92%,154.7,397.5,,93.53%,5.18%,57.14%,2.51%,0.86%,0.12%
48389,"Reeves County, Texas",29496,38.91%,124.6,320.2,,91.44%,6.19%,74.88%,1.65%,1.78%,0.12%
29021,"Buchanan County, Missouri",169586,38.91%,178.4,458.5,12.46%,91.06%,7.73%,6.81%,1.53%,2.06%,0.62%
36031,"Essex County, New York",74762,38.91%,174.7,449,,95.76%,3.31%,3.14%,1.24%,1.00%,0.13%
45025,"Chesterfield County, South Carolina",86546,38.90%,172.9,444.5,,65.32%,34.38%,4.71%,1.50%,0.95%,0.20%
37193,"Wilkes County, North Carolina",131938,38.89%,161,414,13.91%,94.10%,5.65%,6.93%,0.92%,0.82%,0.17%
37197,"Yadkin County, North Carolina",74428,38.89%,173.2,445.4,,95.00%,4.32%,11.60%,1.20%,0.71%,0.20%
48049,"Brown County, Texas",76190,38.89%,169.5,435.9,,93.89%,4.94%,23.27%,1.76%,0.98%,0.13%
13261,"Sumter County, Georgia",59232,38.88%,204.6,526.2,,44.49%,54.12%,6.09%,0.94%,1.54%,0.26%
55003,"Ashland County, Wisconsin",32054,38.87%,191.3,492.1,,86.98%,1.14%,3.30%,14.13%,0.96%,0.07%
13317,"Wilkes County, Georgia",19130,38.87%,186.4,479.5,,58.12%,42.14%,5.57%,0.73%,1.04%,0.04%
45051,"Horry County, South Carolina",702058,38.86%,166.7,429,14.25%,84.76%,14.07%,6.23%,1.28%,2.00%,0.22%
39161,"Van Wert County, Ohio",57862,38.85%,171.9,442.5,,98.06%,2.13%,3.96%,0.82%,0.49%,0.04%
48299,"Llano County, Texas",42486,38.84%,152.3,392.1,,96.96%,1.69%,11.29%,1.80%,0.87%,0.12%
48161,"Freestone County, Texas",38870,38.84%,166.5,428.7,,81.65%,16.51%,16.65%,2.50%,1.29%,0.22%
37139,"Pasquotank County, North Carolina",81136,38.83%,179.1,461.2,,60.93%,38.47%,6.15%,1.56%,2.17%,0.24%
46109,"Roberts County, South Dakota",20560,38.83%,152.8,393.5,,58.56%,1.39%,4.02%,42.85%,0.72%,0.16%
54001,"Barbour County, West Virginia",30930,38.83%,179.2,461.5,,97.74%,1.93%,1.13%,1.42%,0.56%,0.10%
21069,"Fleming County, Kentucky",30164,38.83%,225.2,580,,98.11%,2.09%,1.52%,0.51%,0.42%,0.03%
54003,"Berkeley County, West Virginia",244152,38.82%,186,479.1,9.57%,90.38%,10.29%,5.06%,0.96%,1.75%,0.15%
01045,"Dale County, Alabama",98652,38.82%,171.1,440.8,,76.24%,22.41%,6.97%,1.87%,2.14%,0.35%
55033,"Dunn County, Wisconsin",90880,38.81%,150.4,387.5,,95.26%,1.43%,2.12%,1.07%,3.56%,0.13%
21205,"Rowan County, Kentucky",49324,38.81%,192,494.7,,97.02%,2.56%,1.94%,0.66%,1.05%,0.07%
47073,"Hawkins County, Tennessee",113442,38.81%,191.9,494.5,,97.40%,1.99%,1.66%,1.03%,0.70%,0.15%
21101,"Henderson County, Kentucky",89586,38.80%,189.2,487.6,,90.47%,10.09%,2.86%,0.79%,0.82%,0.18%
22011,"Beauregard Parish, Louisiana",73098,38.79%,188,484.6,,85.70%,13.41%,3.82%,2.23%,1.23%,0.24%
29163,"Pike County, Missouri",35174,38.78%,186.1,479.9,,93.17%,6.99%,2.31%,0.80%,0.61%,0.14%
17071,"Henderson County, Illinois",12774,38.78%,154.8,399.2,,98.51%,1.28%,1.80%,0.72%,0.75%,0.11%
38097,"Traill County, North Dakota",15994,38.77%,164.7,424.8,,96.99%,1.65%,3.58%,2.35%,0.95%,0.16%
18009,"Blackford County, Indiana",24224,38.77%,193.3,498.6,,98.26%,1.72%,1.92%,0.88%,0.71%,0.07%
39135,"Preble County, Ohio",81998,38.76%,185.2,477.8,,98.14%,1.44%,1.06%,0.96%,0.88%,0.06%
05137,"Stone County, Arkansas",24718,38.76%,165,425.7,,98.02%,0.94%,1.86%,2.20%,0.66%,0.05%
21031,"Butler County, Kentucky",24742,38.75%,214.1,552.5,,98.36%,1.29%,3.57%,1.19%,0.52%,0.03%
48253,"Jones County, Texas",39326,38.75%,164.3,424,,84.47%,13.74%,28.14%,2.14%,1.27%,0.17%
22069,"Natchitoches Parish, Louisiana",75030,38.75%,196.3,506.6,,56.22%,42.94%,2.47%,2.20%,0.99%,0.18%
35011,"De Baca County, New Mexico",3396,38.75%,164.6,424.8,,95.76%,2.36%,45.47%,5.01%,1.30%,0.12%
22119,"Webster Parish, Louisiana",73934,38.74%,191.5,494.3,,64.52%,35.18%,2.12%,1.14%,0.73%,0.09%
39051,"Fulton County, Ohio",85426,38.73%,181.3,468.1,,98.07%,1.59%,9.07%,0.92%,0.77%,0.11%
21103,"Henry County, Kentucky",31356,38.73%,203.8,526.2,,96.08%,4.18%,3.59%,1.18%,0.61%,0.14%
01133,"Winston County, Alabama",47080,38.73%,159.6,412.1,,97.52%,1.58%,3.30%,1.75%,0.59%,0.24%
29141,"Morgan County, Missouri",42012,38.72%,186.9,482.7,,97.78%,1.32%,2.39%,1.98%,0.80%,0.11%
22049,"Jackson Parish, Louisiana",30062,38.72%,190.8,492.8,,70.78%,29.10%,1.85%,1.08%,0.83%,0.11%
17177,"Stephenson County, Illinois",89260,38.72%,158.5,409.4,,88.28%,13.18%,4.47%,0.73%,1.18%,0.12%
48497,"Wise County, Texas",137264,38.71%,180.9,467.3,19.11%,96.30%,2.17%,20.25%,2.26%,1.04%,0.14%
26103,"Marquette County, Michigan",132034,38.71%,154.3,398.6,5.05%,95.46%,2.27%,1.65%,3.18%,1.18%,0.12%
38025,"Dunn County, North Dakota",8190,38.71%,122.2,315.7,,86.18%,2.30%,6.01%,11.99%,2.12%,0.22%
48007,"Aransas County, Texas",47660,38.70%,179.7,464.3,,94.50%,2.52%,28.87%,2.42%,2.30%,0.17%
16069,"Nez Perce County, Idaho",84180,38.70%,171.3,442.6,,92.21%,0.96%,4.43%,7.69%,1.52%,0.36%
21197,"Powell County, Kentucky",26258,38.69%,239.4,618.7,,98.41%,1.31%,1.57%,0.78%,0.52%,0.08%
45029,"Colleton County, South Carolina",77208,38.69%,198.5,513,,61.51%,37.95%,3.71%,1.57%,0.70%,0.16%
42051,"Fayette County, Pennsylvania",257608,38.69%,182.2,470.9,4.73%,94.29%,6.20%,1.34%,0.63%,0.65%,0.23%
02170,"Matanuska-Susitna Borough, Alaska",214162,38.69%,162,418.7,12.59%,89.20%,2.59%,5.46%,12.09%,3.51%,1.06%
01055,"Etowah County, Alabama",206872,38.68%,181,467.9,11.28%,82.15%,16.79%,4.36%,1.45%,1.08%,0.38%
48127,"Dimmit County, Texas",17230,38.68%,141.1,364.8,,95.91%,2.46%,88.07%,1.51%,1.07%,0.07%
40043,"Dewey County, Oklahoma",8968,38.66%,161,416.4,,90.10%,2.41%,7.94%,11.11%,1.63%,0.13%
05011,"Bradley County, Arkansas",21090,38.66%,192.7,498.4,,70.14%,28.53%,16.00%,2.51%,0.75%,0.10%
26041,"Delta County, Michigan",73806,38.66%,174.3,450.9,,96.08%,1.09%,1.54%,4.57%,0.91%,0.12%
29027,"Callaway County, Missouri",88566,38.65%,178.9,462.9,,93.70%,5.82%,2.23%,1.53%,1.14%,0.16%
21199,"Pulaski County, Kentucky",130068,38.65%,202.9,525,,97.47%,1.83%,2.66%,0.87%,1.03%,0.08%
37017,"Bladen County, North Carolina",59212,38.64%,164.4,425.5,,61.97%,34.98%,7.87%,4.18%,0.75%,0.15%
21085,"Grayson County, Kentucky",52840,38.63%,211.8,548.3,,98.06%,1.80%,1.42%,0.93%,0.46%,0.08%
05123,"St. Francis County, Arkansas",46180,38.63%,171.2,443.2,,45.27%,53.94%,5.66%,1.57%,0.99%,0.20%
18023,"Clinton County, Indiana",66380,38.62%,184.7,478.2,,98.13%,1.29%,16.69%,0.97%,0.62%,0.06%
13305,"Wayne County, Georgia",60288,38.61%,197.5,511.5,,78.12%,21.54%,6.54%,1.25%,1.06%,0.19%
31029,"Chase County, Nebraska",7786,38.60%,173.1,448.4,,98.36%,1.10%,14.98%,1.03%,0.46%,0.05%
39079,"Jackson County, Ohio",65306,38.58%,201.2,521.5,,98.40%,1.36%,1.17%,1.29%,0.54%,0.08%
39029,"Columbiana County, Ohio",203754,38.58%,180.9,468.9,4.56%,96.70%,3.62%,2.02%,0.79%,0.57%,0.09%
21195,"Pike County, Kentucky",117338,38.58%,217,562.5,,98.51%,1.07%,0.98%,0.44%,0.69%,0.07%
28109,"Pearl River County, Mississippi",112290,38.57%,197.4,511.8,,86.29%,13.22%,3.42%,1.63%,0.83%,0.18%
54031,"Hardy County, West Virginia",28598,38.57%,148.3,384.5,,95.37%,4.34%,4.84%,0.87%,1.04%,0.08%
48075,"Childress County, Texas",13328,38.57%,165,427.8,,86.61%,12.05%,31.59%,1.77%,1.20%,0.12%
28059,"Jackson County, Mississippi",286504,38.56%,182.8,474.1,10.24%,75.13%,22.88%,6.99%,1.13%,3.02%,0.21%
05025,"Cleveland County, Arkansas",15100,38.55%,193.5,501.9,,87.66%,12.36%,2.74%,1.19%,0.41%,0.08%
21141,"Logan County, Kentucky",54864,38.55%,211.5,548.7,,92.81%,7.64%,2.99%,1.09%,0.55%,0.12%
26123,"Newaygo County, Michigan",99956,38.53%,171.4,444.8,,97.39%,1.99%,6.04%,1.69%,0.74%,0.08%
29059,"Dallas County, Missouri",34142,38.53%,183.3,475.7,,98.01%,1.01%,2.27%,2.30%,0.69%,0.16%
48057,"Calhoun County, Texas",40212,38.53%,152.5,395.8,,90.16%,3.87%,49.92%,1.54%,5.76%,0.11%
13129,"Gordon County, Georgia",115088,38.53%,185,480.2,,92.93%,5.55%,16.67%,1.07%,1.82%,0.49%
01095,"Marshall County, Alabama",195224,38.52%,169.8,440.8,12.05%,94.52%,4.04%,14.98%,1.99%,1.01%,0.42%
54013,"Calhoun County, West Virginia",12458,38.52%,145.4,377.5,,98.80%,0.90%,1.22%,1.04%,0.29%,0.06%
48257,"Kaufman County, Texas",290620,38.51%,179.8,466.9,13.47%,82.04%,16.29%,24.23%,1.80%,2.01%,0.21%
39121,"Noble County, Ohio",28230,38.51%,133.7,347.2,,96.44%,3.27%,0.74%,0.94%,0.47%,0.04%
40031,"Comanche County, Oklahoma",242250,38.48%,177.3,460.7,12.66%,71.51%,20.99%,13.83%,10.08%,4.72%,1.14%
48375,"Potter County, Texas",237050,38.48%,183.3,476.3,23.80%,81.71%,12.50%,39.83%,2.08%,5.82%,0.26%
08125,"Yuma County, Colorado",19976,38.48%,137.3,356.8,,97.36%,1.19%,25.40%,1.65%,0.69%,0.24%
05105,"Perry County, Arkansas",20038,38.47%,181.1,470.7,,96.44%,2.83%,3.12%,2.31%,0.68%,0.07%
39095,"Lucas County, Ohio",862558,38.47%,182.4,474.1,6.28%,77.17%,22.95%,7.67%,1.20%,2.38%,0.13%
39003,"Allen County, Ohio",204412,38.47%,183.2,476.2,5.98%,85.97%,15.20%,3.55%,0.88%,1.21%,0.11%
47029,"Cocke County, Tennessee",71998,38.47%,187.7,487.9,,96.66%,3.04%,2.80%,1.35%,0.68%,0.12%
